"HolderAddress","Balance","PendingBalanceUpdate"
"0xd16c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c","500,000","No"
"0xf38e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e","500,000","No"
"0x1b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c","500,000","No"
"0x3d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e","500,000","No"
"0x5f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a","500,000","No"
"0x7b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c","500,000","No"
"0x9d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e","500,000","No"
"0xbf0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a","500,000","No"
"0xd12c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c","500,000","No"
"0xf34e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e","500,000","No"
"0x1f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a","500,000","No"
"0x3b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c","500,000","No"
"0x5d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e","490,000","No"
"0x7f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a","490,000","No"
"0x9b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c","490,000","No"
"0xbd6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e","490,000","No"
"0xdf8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a","490,000","No"
"0xfb0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c","490,000","No"
"0x1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e","490,000","No"
"0x3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a","490,000","No"
"0x5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c","490,000","No"
"0x7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e","490,000","No"
"0x9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a","490,000","No"
"0x5d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e","490,000","No"
"0x7f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a","490,000","No"
"0x9b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c","490,000","No"
"0xbd4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e","490,000","No"
"0xdf6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a","490,000","No"
"0xfb8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c","490,000","No"
"0x1d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e","490,000","No"
"0x3f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a","490,000","No"
"0x5b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c","490,000","No"
"0x7d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e","490,000","No"
"0x9f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a","490,000","No"
"0xbb0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c","490,000","No"
"0xdd2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e","490,000","No"
"0xff4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a","490,000","No"
"0x1b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c","490,000","No"
"0x3d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e","490,000","No"
"0x5f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a","490,000","No"
"0x7b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c","490,000","No"
"0x9d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e","490,000","No"
"0xbf6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a","490,000","No"
"0xd18c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c","490,000","No"
"0xf3e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9","490,000","No"
"0x1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a","490,000","No"
"0x3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c","490,000","No"
"0x5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e","490,000","No"
"0x7d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e","490,000","No"
"0x9f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a","490,000","No"
"0xbb8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c","490,000","No"
"0xdd0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e","490,000","No"
"0xff2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a","490,000","No"
"0xb12c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c","480,000","No"
"0xd34e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e","480,000","No"
"0xf5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4","480,000","No"
"0x1b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c","480,000","No"
"0x3d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e","480,000","No"
"0x5f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a","480,000","No"
"0x7b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c","480,000","No"
"0x9d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e","480,000","No"
"0xbf8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a","480,000","No"
"0xd10c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c","480,000","No"
"0xf32e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e","480,000","No"
"0x1f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a","480,000","No"
"0x3b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c","480,000","No"
"0x7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a","480,000","No"
"0x9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c","480,000","No"
"0xbd2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e","480,000","No"
"0xdf4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a","480,000","No"
"0xfb6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c","480,000","No"
"0x1d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e","480,000","No"
"0x3f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a","480,000","No"
"0x5b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c","480,000","No"
"0xdff52e94d34c5e22202713f5d477a009e5d09712","200,000","No"
"0x4d106a64da92c8d46b64c0b492666d5910e0eda7","200,000","No"
"0x250d68985e7e9158772ad839c11cd9f874b8d53a","200,000","No"
"0xeec247f8babefda837a4e797ae9b86b3661d8920","200,000","No"
"0x1af6d4d8258652b4c5e728a4057e0c5bc80ea2d6","200,000","No"
"0x8fa75b88b326e6d3043e0950387253d53bc7861d","200,000","No"
"0xc05bc4ebfa133252a57c39f82583a0c2a8b45a3f","200,000","No"
"0x7162176c2d334bdb06f58165c894e986e21d2970","200,000","No"
"0xbf2d3402b599fa672825c806cfd8fc70889c772e","200,000","No"
"0x7366354191c54e9174e20b4cb28086893edab957","200,000","No"
"0x811aecfa575dec5ac51c4af9aaa4a1b6192c9252","200,000","No"
"0x9b7269eb0dc3455feb7f01a397bd17ff65f4cdca","200,000","No"
"0x9bb41379d2dc3b990a33aaa5fb2275680cfd1802","200,000","No"
"0x12375d5ca67d18996e744f3314eea09d960e4620","200,000","No"
"0x48c5b4aef4585e1641472caef0fe62d418213e7e","200,000","No"
"0xa129af879b6ce9a08ae1789ccd2d5eaeeb169160","200,000","No"
"0x8e0d0e41dd8dcb5c6a766bfa1a78309df781e396","200,000","No"
"0x1abe3dbfc68fa30a0dd377ba504968bc15d47579","200,000","No"
"0xd6535c98ea70be392ffe5f397292050885e579a1","200,000","No"
"0x8479d2837cab2ea325d7e189661806f1f0cc8625","200,000","No"
"0xd37627128789dd7f4c6c8a5ec2750557bbe436c7","200,000","No"
"0x444d5d87c9294a4cd2bb9bab71616596b6946b97","200,000","No"
"0x756115034f66687ac49426e82ea35e2609294621","200,000","No"
"0x84d0f2ea499d1276a041284660ecb153729f8e00","200,000","No"
"0xb5f389b094d7f5130d651ef6b1459b5abd2d8a02","200,000","No"
"0xebf4b961fff788de5499c2e34f74a8978d881248","200,000","No"
"0x418e6d46cfe826b2ac50267c3278f58b21c04aec","200,000","No"
"0x93b5204b9448cb9e6cfec7cd20a2391407b0280c","200,000","No"
"0xb409b7789d9861b452b54d3fa60ddf7153440cff","200,000","No"
"0x0c7c433d5a2c7b652e9123b564e1ac0425bf635a","200,000","No"
"0x24a60bf958e4abebcc3c78e6676afad29a7e3f27","200,000","No"
"0xea017a36cbf4df7ac804c0505f6626f8c628faaa","200,000","No"
"0x75b84e966a93331035344f56e60f607670122b10","200,000","No"
"0x8703740b3af80a4349e06dd865fd3efac6bad020","200,000","No"
"0x4620d2296162166e8820799ede48607cb69d0d01","200,000","No"
"0x47db011326f12baf7f8fe1fd79f4cfa7addc7033","200,000","No"
"0x8cb077ed9b66932430c97f21ebb8b9deaf40c646","200,000","No"
"0xca9116586a87f57fa3952248bf90950d4cec14a3","200,000","No"
"0xe4192426a6f2b530aa1fd95daa733f121fcb827c","200,000","No"
"0x2f00f04c53b8faf159f9d571c935801488173d79","200,000","No"
"0x7afce1233906a034aa8d13d2155fea4a7fe3981a","200,000","No"
"0x1b112abf1169868791f83b292c36ba77bfc2d4a3","200,000","No"
"0x7084a518ce50c9b1d8cc144f7aad79300073931e","200,000","No"
"0x8f8eb61df1cf0b614937b0f30c7ac75daeec1a28","200,000","No"
"0x8d44185fbea461a0b4104193039492dadf37917d","200,000","No"
"0x992697501383f0d98ba5d7a920ef2d79644aae2b","200,000","No"
"0xb6468470f357d63f9c3a63c3b0f1e5832fc4a3c8","200,000","No"
"0xcb2f70e37f7de675cb5f2d48569038c81cec8aae","200,000","No"
"0x490173fd7c054efe035639b28b4f388c766b24e5","150,000","No"
"0x0eddb058768927b8563cc897594183a6b3720d05","150,000","No"
"0x095dc5633450c0267e8ac6cd0dd6ef5e8d6a89be","150,000","No"
"0xcbb1031d498f98c893acfd1b45edf8a3af7040c3","150,000","No"
"0x456d1ad56ab5141513a8dc452fc81843b33d2733","150,000","No"
"0x04a702fb7e492808246eaca8a617b4e18dea78de","150,000","No"
"0x174c629debee034140ed102464b4c93a7dde3c22","150,000","No"
"0x6eaeebe31036ddeea4d59747dce14b4ec7f37e11","150,000","No"
"0x8b9efd969324fd518a087ba006935326244d08cf","150,000","No"
"0x7f6ec217a5184ffe7c0f2d54b9d5b8fd619351f9","150,000","No"
"0xdad321b24c5e072a5dfa02cda44c2c92697ca3ae","150,000","No"
"0x0a6cf06f9984ecfe5eb2d51241411fae4b59d1ee","150,000","No"
"0xf781a5fcf9d4502a383a5084375175c422aba68a","150,000","No"
"0xb450d496a769ca4be520fb067eef0816e94b014d","150,000","No"
"0x90a2cadf172dce823aa793049047f21c1eb44e99","150,000","No"
"0xf97431bd1fba9c6fc58155cbd821240108384b07","150,000","No"
"0x5b83357046f972fe05e244d80d7a075026c52c25","150,000","No"
"0x2216d54d0b0ef71fb0e47c57fe33c404ace1ca65","150,000","No"
"0xdeb2959418742bc363848ea0852fe608d7359a13","150,000","No"
"0x8249827b6534f7c9ed6f68ec98ddd9343270db74","150,000","No"
"0x1a146f6a10ec0e6561ef9e56ddb8d181881b3481","120,903.293526387354392823","No"
"0x7683f37bca6f9947df6439b3e86b0f94188c262d","100,000","No"
"0x850c1c0f9923e99aed9836b5d349cff02ac721ce","100,000","No"
"0x7d632819881680670537226b96fd3ee71db406aa","100,000","No"
"0xedd09a59e3dcd26c5d60d4b6e2b5c42a75067dce","100,000","No"
"0x20d392e21b3aa6575784f4cb8558be331f4365d1","100,000","No"
"0x613db096c8bdb4c9e0ae817d91a1a8df9fa9e102","100,000","No"
"0x6d9acce1f9a18d627efff2da7a00a84a0798e055","100,000","No"
"0x74a7f88badfa2df663ee7387bebcb08b1567d76a","100,000","No"
"0x4dc78e15ffa58375ed5d7143da9a84e152beb72f","100,000","No"
"0x0d10d93a07253df518278eae517cb685a6d3b816","100,000","No"
"0x380145583cc3abafc8d149d2223b511507694241","100,000","No"
"0xc086e168eb641084be08d2b162b264e71994a5fd","100,000","No"
"0xd6d285ed586b6986c65aad659116ed3ee9aef830","100,000","No"
"0x71d7810cfb2c996350d74a51615b0209fa184302","100,000","No"
"0x283fd0849ee64c7d54ac043d15b4c834ad11e6a7","100,000","No"
"0x626d546b18a88f3a0e6ea0c4cf485b18be843ad7","100,000","No"
"0x3d5350ea5258125d22913326751e3a4a89cf9e3e","100,000","No"
"0x9a8aa4122059689fef8edf7dc4defaa24631542d","100,000","No"
"0xd69a514a1a7abecc6409ad4c2f3fdd2b55aa90df","100,000","No"
"0xee438ddfe23ecbeb820c790af2fb8f837bd7cae1","100,000","No"
"0x89fdb18ef2de8ae7da7d0ffdbbae126a81cf9db8","100,000","No"
"0x8556c168fddd5dbea76dd1505e964ba5375822d6","100,000","No"
"0x55af4a2c142675c8081c457d0bc06a3ca4d23442","100,000","No"
"0x61b0de80befe9f1b670faff7a299138af5cf626d","100,000","No"
"0xe943238860f0c5f701649e748a2b436a5f3a395f","100,000","No"
"0x204739107adbde93b4da1b389db432e8f265eafe","100,000","No"
"0xc45190d1eed5d1f1256393393fcbef99dba95707","100,000","No"
"0x7a22d173b0d5ab0abb29a9813e538381846f6282","100,000","No"
"0x5714d7c256ea54c48a71725e24a49149fa933ae3","100,000","No"
"0x2e5ee5bdb7b4d6c43f472aba21dcebc921cdb2d5","100,000","No"
"0x93bc25603e1c6e2ef00d6dd09ca14ada012c3625","100,000","No"
"0x6d7d98eb0418a657474e79f166eed16e69f568ed","100,000","No"
"0x4818c776a97717acf85931bd5123bbc068df01d5","100,000","No"
"0xab3ecd1191cb85c12b1e8def0fde1ae25031b621","100,000","No"
"0x28ede70e5b99751c692f6b3776c57ee2c44fda59","100,000","No"
"0x5ea056c7843c9241390a3d335ed046d55bbecba5","100,000","No"
"0x376693aa95068f73e500c20f4aab246792e45665","100,000","No"
"0xf052aa0d0bad697c9ae4d20f523f58311e87c833","100,000","No"
"0x6005cf5e4ca11a56f7568971e40b43ab77635ce2","100,000","No"
"0x6dd13fcfb902aea169459af4e6f1e120cfad1d54","100,000","No"
"0x8fdbe0a9a696094bd57a8846145a3429136bbb2a","100,000","No"
"0xe75e76796f2aa78756bcf88fecc73392d377d89c","100,000","No"
"0xa06b4a67d53e59544c722b28615436f1f2ff18b4","100,000","No"
"0xf1a0871aeed418517de6859660be084a01e52996","100,000","No"
"0xfc850c89ae9d6966132cf0d88619637d64340dd0","100,000","No"
"0xdaab1f31100b1ca7e14def2d6136f1eadab35de6","100,000","No"
"0x4bc6a00a4b7682d4ed7e61b0ce5db7a05273d6a6","100,000","No"
"0x7dff01a344d9d1b77817aae499d3f4141194c531","100,000","No"
"0x364826c586ff93f850026f9769a47214e76c32fb","70,963.231691339311047823","No"
"0x265d50ed79f2c92963adfa969dc400ff026023ed","30,000","No"
"0xe539aab9dac6d46f5a5fbaca85442fa6c23476a2","30,000","No"
"0x942bc4038260bffbde7d77bdda5c6ae36b5d4e54","30,000","No"
"0x40c9f0ddd2dab27491b47a1cceb1057f462d350e","30,000","No"
"0x1e22691aac279b5be00a22e3a712155a4f881e23","30,000","No"
"0xc5653accb7bd90e004f847ddb8387308732b073a","30,000","No"
"0x5b22d595e9144bf6998a86ee152365224f8b1a55","30,000","No"
"0x30788c7c2bea1af90b67163246cda2837c10f381","30,000","No"
"0xa2066e02ccf67aca09d5967789bcee9658750ea8","30,000","No"
"0x7452477658002c932ee539fdc44cbfafa9de066f","30,000","No"
"0x4cb4e1a2b8cc04090f1673552f592ce1c9461ab2","30,000","No"
"0x8fda0a05a80f0e7f19a36507b348695dea9746d5","30,000","No"
"0x5ade7ce5a88dab4ffd95bb37993bfe39443a9740","30,000","No"
"0xda6872e11adb026d80ef692815e2cf01f1b5b3c3","30,000","No"
"0x1e397af72a4dae5c073259451ebec237fe050db7","30,000","No"
"0x25b1ea17d8cda7da93610b0070d35b78ecdd5af1","30,000","No"
"0xff84149871eee9b6f41ae0e60631bb8c0e954399","30,000","No"
"0x652de6925884261de5c62ffe403db326c3838cd5","30,000","No"
"0x453931c80bb50c39e7ca66021b75cf0e19a9ca7c","30,000","No"
"0x55359db93cf110e78e0a84f52175bfde60cf93e8","30,000","No"
"0x10da97f1a23d644d7e5a74a1ac49027c79700154","30,000","No"
"0xf50682cc9e3384d8ff83366a8054212bee8a8dae","30,000","No"
"0x7f4595876a721428051d1489de8038ed719eac16","30,000","No"
"0x0270defb7037ef6ab025ec4769e5d9fb24a13faa","30,000","No"
"0x19bc26bf2638be40eb013385e8529e6d27773cec","30,000","No"
"0xe87da9b8c07efcf545d01b5c90bfbb0ddf0948a2","30,000","No"
"0xd301a7b21b25ac9efd8ba325cb3c2f0a84daf677","30,000","No"
"0x82f6f5f26d3824ec552513a56d9dede37f991847","30,000","No"
"0x17831554bcb06eb3565ec3494b773e06c12ca794","30,000","No"
"0x2da47643cfe2d7a7d2c71fe013c0351346983789","30,000","No"
"0xbbab1696ec0814aba504645f335159fbe4f196bc","30,000","No"
"0xcf416cbda6b4600549721fbbe8a592a0e3220255","30,000","No"
"0x14d50733a9f24986e88fdda2aef2f251743a7b91","30,000","No"
"0xdb61fc2cac2cea69a6f6a4cec5cd599c1903b4b6","30,000","No"
"0x7346237300b7b4f4f8f74f716b077d8f212e29c3","30,000","No"
"0x38efdb572b7c43373835650535502320fcad1ed0","30,000","No"
"0x4c6d738761080dd0a4ae3ceff6a001203289229c","30,000","No"
"0xdf60d93b2cb824b5a546297e1ebd93cfa65213e8","30,000","No"
"0x8237f26bbcdc494ba06e1ecb6a0ac2284fa6250d","30,000","No"
"0xe79c160f10c8b24b215f80fadaba1c4f879e405f","30,000","No"
"0x4c1dd5a247e9df9426b2ecc4e250d0b8d4986f28","30,000","No"
"0x8c43c47d2c4d33c4b473d724e730468d97e1bf36","30,000","No"
"0xc627dd2a44eb81054747233ef9f496b3bfc5e0f2","30,000","No"
"0x08bd1ac18ec08354321be42ca791e3a4d3349e2d","30,000","No"
"0x6666d29e8a4ea2df5381d6e5ef96cb3eda9c9759","30,000","No"
"0xfb1d9f2a065f31c6d7c9955c610766a21ee8764f","30,000","No"
"0x43acec85b1a232cb91af19fb3b7c4b654c2c9e84","30,000","No"
"0x0bd620c39440718295f21de2b382edb9251d5aea","30,000","No"
"0x91da5de4b47d4730fb47e87af46c76cbe9eb21a1","30,000","No"
"0x6ce095a2dd13b2263f733380f73c6b309b49bc39","30,000","No"
"0x5731f55c9730e0dc78216366d8907d040ce6ae97","30,000","No"
"0x263599a45882d23ae1967500ae130a6f9daff480","30,000","No"
"0x50536d1ce6c55a7ceba7c9d1af2c5463eafa7046","30,000","No"
"0x765092c227b9f8a82042e92aecce8815155e333a","30,000","No"
"0x17876bf30ca5a0b476e35f4b0a0fb3718b9ab646","30,000","No"
"0xb43a58360ee84b919aaabfa0f3a97fc02e65287f","30,000","No"
"0x1d579875379ed1fcb67d4d2eec5d1609a44afbfd","30,000","No"
"0x365d82e3654b4cc78a6907c36c108b6e67538856","30,000","No"
"0x62c81dad5c7a550c4a31f391b97c822d641dbf41","30,000","No"
"0xd187d1cd5f165ea08abf093c3f02eae05ebd0f64","30,000","No"
"0x50a6b24a026b9e25a016dc86ba24695f8c70f508","30,000","No"
"0xf231d5ae4b3fa7c27942d0bb4ccd736e89172bd6","30,000","No"
"0x84a51e8b9b17fedb97128a66fc4b70c6c241342a","30,000","No"
"0x27254adf968e0b0f588f286183cd236918a42d66","30,000","No"
"0x173d2f605fcdfbcda70960ffb43bbf1112b94d39","30,000","No"
"0xea956f1e8d18c30832baf701f5e5f28631c1e022","30,000","No"
"0x123e6c34b27cea173f0086618d8e23d7b639e88d","30,000","No"
"0x5f08a1aa9be3f300c6a1d6e45f32147ce3d557a5","30,000","No"
"0xd0d73ec2d7b57525f2969329995c9a536348ab70","30,000","No"
"0x2474761d9219f5a49e131733a458ad33ad71cf3a","30,000","No"
"0xb41faf272689998542567232df3f5d3b33f98968","30,000","No"
"0x5bf3229a038ed5263c7ba3f9e99a453aae19c381","30,000","No"
"0xe08283960a72fd759851ae3c4a3deeaec615625a","30,000","No"
"0x917da5ac0cdb1c9a3e76a51564816b9dc94e53bd","30,000","No"
"0xd20c3e48ea6591b02adc5aed12c5dbc733d86c5d","30,000","No"
"0x731add59e5459254acc706002d2b731a2f215958","30,000","No"
"0x50ef9cc6535b164f915d6268d47a88b9b71d89f9","30,000","No"
"0x5d64d14d2cf4fe5fe4e65b1c7e3d11e18d493091","24,112.001320513595648509","No"
"0x1384af700f8a0d1baa5d40e6cb3622b69c8f45de","20,000","No"
"0x6650a67e367a84e07672ea8cc892d0e7c7646dcc","20,000","No"
"0x5b42e0fbcb0656ccb1f7b45f9dc26b5d7c69114f","20,000","No"
"0xf9e1a647b45ade95358d36f44fd56bda7adb180c","20,000","No"
"0x01dd6a89d11f86edff7164a573740611d7d3f91a","20,000","No"
"0x8476c380b6b8bdc10a9d8c98bc41513527830232","20,000","No"
"0xc43363e0bd029bf72ade63a02086fac888268ecc","20,000","No"
"0x45acca89f696a6c6691ba5495f9127252ddcfbd8","20,000","No"
"0x25b18747d856c6e95bd06b8c2ba4121cb41bf296","20,000","No"
"0x1a4e79a8b96249b63e03e951f8862d51a5267119","20,000","No"
"0x00ae0ae223755034eddb1e8c14ec2677f786a79a","20,000","No"
"0x7032708e89cbe2ef2c2d87f0796dc5fecace6ae0","20,000","No"
"0x0498689f978dc5a19750ae4ed4176f95a7e7cc02","20,000","No"
"0x5f4c1b6106d6ef0d0e92bd0d5ed81037cc8a87c4","20,000","No"
"0x634030eb35066733e1fe2cf614179325a69665fc","20,000","No"
"0x63c58105a79b0a250b3d1985f7d1fde53e89a938","20,000","No"
"0x315f501ac09626a28a034f304bd27a953039a319","20,000","No"
"0x951531f33896b6b061cbfc9fb7fdd2f34d01e01e","20,000","No"
"0x75592af200e5ed9327cdf64ecc90862c86b62d3b","20,000","No"
"0xe1703f376af3e199b429bf3c7653d41001affc61","20,000","No"
"0xca5cf28b65538615db9d5592e39c8891cf4f7563","20,000","No"
"0x21412bc73d283cac143be15129e54c8e2bae2c81","20,000","No"
"0x06b80d57cdb09fb4b056582e3b573dbd61277e68","20,000","No"
"0x6bafb99fa9551deda209dda96e17e5efbf025aee","20,000","No"
"0x06b84eade81f279883183fa41632cb740ba96b55","20,000","No"
"0x14f5c7952cd39eb0d6663df2b47d59517bfd0ff6","20,000","No"
"0x7034223db4d51e5a6640c5800a77a4d9b415e22f","20,000","No"
"0x8fe751ad6b62ad6feab2ac1d46527d9edad3f258","20,000","No"
"0x2640acb93eeb581475b34b2e59300c6297ab9256","20,000","No"
"0xe17b6bffda077ba58c36b68517a8858f2fb4d166","20,000","No"
"0xad57e629bb3fd2077d534f8729a1b31b904e8889","20,000","No"
"0x4aeca7bef123ff579506e6153705041e339ae7d9","20,000","No"
"0x6944529a92cd233402d81aa328d193c9b2f60fa3","20,000","No"
"0xd81292d2412c48e6c6e42b9409c4816add9e92f4","20,000","No"
"0x1ecf9cb859986798a4dffb58d05a8a50c21d788f","20,000","No"
"0x1e42e48ad02465eae627383851c123841efaad1f","20,000","No"
"0xcbc3670030f4d32abf0ba9fa5562e225fe0ddb45","20,000","No"
"0xc4bf5f321800d8df7d00c80680a4b875d90e59b4","20,000","No"
"0xe1492a6a7570e93d89ee05b913a4809d3bddec58","20,000","No"
"0x6fd1c9df8b899dca0a7c75bc7c6c79958ca130d9","20,000","No"
"0x697547cc797ca53da156de6071746ae51c501205","20,000","No"
"0x2617e4b86c97ae494f50f498e622a7668b1578bf","20,000","No"
"0x7ab1fb5a309a8180f5409eb8bc09abcc9913ecbc","20,000","No"
"0xd75334223380aa67fe8bbee1aa74bd00f4b06e34","20,000","No"
"0xc776e209ef0c9277cea65c2516b97409847502c2","20,000","No"
"0x4a07c66275ee9b4b457a277697041bfdc741abce","20,000","No"
"0x874a4bad3e14962d985cf5d6937af583af8d8006","20,000","No"
"0x293b6e14beed2bea8d3e9b1469fc811e6f0b8ab8","20,000","No"
"0xefbea0162642ba465f3fc2986642331068c623e7","20,000","No"
"0x3cbb0d9de16c9ed40280f5b277fa253fdd26553d","20,000","No"
"0x440d7b28d3ed0938cf7f4d17b7df48a491459f11","20,000","No"
